phase,candidate_name,run_count,ok_count,failed_count,mean_average_test_loss,std_average_test_loss,min_average_test_loss,max_average_test_loss
width,width128,1,1,0,0.9505212842603636,NaN,0.9505212842603636,0.9505212842603636
width,width256,1,1,0,0.9501866855824668,NaN,0.9501866855824668,0.9501866855824668
width,width32,1,1,0,0.9507012030070369,NaN,0.9507012030070369,0.9507012030070369
width,width512,1,1,0,0.9493743047257914,NaN,0.9493743047257914,0.9493743047257914
width,width64,1,1,0,0.9506885501495956,NaN,0.9506885501495956,0.9506885501495956
