average_final_training_loss_gap,candidate_name,failed_count,mean_final_training_loss,mean_optimality_gap_percent,mean_test_relative_regret,ok_count,run_count,std_final_training_loss,std_optimality_gap_percent,std_test_relative_regret
NaN,depth5,5,NaN,NaN,NaN,0,5,NaN,NaN,NaN
NaN,depth6,5,NaN,NaN,NaN,0,5,NaN,NaN,NaN
NaN,depth7,5,NaN,NaN,NaN,0,5,NaN,NaN,NaN
NaN,depth8,5,NaN,NaN,NaN,0,5,NaN,NaN,NaN
