average_final_training_loss_gap,candidate_name,failed_count,mean_final_training_loss,mean_optimality_gap_percent,mean_test_relative_regret,ok_count,run_count,std_final_training_loss,std_optimality_gap_percent,std_test_relative_regret
NaN,scenarios2,0,3266.2165097216403,397.53554293917045,3.975355429391705,1,1,NaN,NaN,NaN
