phase,candidate_name,run_count,ok_count,failed_count,mean_average_test_loss,std_average_test_loss,min_average_test_loss,max_average_test_loss
data_amount,n4,1,1,0,0.9504118385386895,NaN,0.9504118385386895,0.9504118385386895
