phase,rank,candidate_name,screening_run_count,screening_ok_count,screening_failed_count,screening_mean_average_test_loss,screening_std_average_test_loss,selected_at
piecewise_linear,1,default,1,1,0,0.9493923690912528,NaN,1778001716517
