activation,average_test_loss,batch_size,candidate_name,depth,epochs,error,final_epochs,finished_at,mean_test_optimal_value,mean_test_policy_value,mean_test_regret,mean_test_relative_regret,mu_schedule_kind,phase,replicate,rho,run_id,seed,started_at,status,test_policy_eval_seconds,test_sample_count
silu,0.18837725551583342,1,rho_0p001,3,130,,10,1777937822876,805.7162362224142,959.6949335116221,153.97869728920782,0.18837725551583342,warmup20_geometric,rho,6,0.001,full_rho_rho_0p001_rep06,94006,1777933208570,ok,234.907671137,30.0
