average_final_training_loss_gap,candidate_name,failed_count,mean_final_training_loss,mean_optimality_gap_percent,mean_test_relative_regret,ok_count,run_count,std_final_training_loss,std_optimality_gap_percent,std_test_relative_regret
NaN,k2,0,3266.200455418143,397.52565753147127,3.9752565753147127,1,1,NaN,NaN,NaN
