candidate_name,failed_count,max_test_relative_regret,mean_test_relative_regret,min_test_relative_regret,ok_count,run_count,std_test_relative_regret
rho_0p0,0,1.3517208074409734,1.3517208074409734,1.3517208074409734,1,1,NaN
