average_final_training_loss_gap,candidate_name,failed_count,mean_final_training_loss,mean_optimality_gap_percent,mean_test_relative_regret,ok_count,run_count,std_final_training_loss,std_optimality_gap_percent,std_test_relative_regret
0.028670574788520753,persistent_adam,0,3266.2291072261846,397.5502304303999,3.975502304303999,1,1,NaN,NaN,NaN
0.0,standard,0,3266.200436651396,397.5256411061865,3.9752564110618653,1,1,NaN,NaN,NaN
