activation,batch_size,candidate_name,depth,epochs,final_epochs,learning_rate,mu_in_preview,mu_ref_preview,mu_schedule_kind,phase,replicate,rho,rho_in_preview,rho_ref_preview,run_id,run_rel_dir,seed,training_contexts
gelu,1,gelu,2,1,0,0.001,1.0,1.0,geometric,activation,1,0.0,0.0,0.0,smoke_activation_gelu_rep01,runs/smoke/activation/gelu/rep01,94001,2
