candidate_name,failed_count,max_test_relative_regret,mean_test_relative_regret,min_test_relative_regret,ok_count,run_count,std_test_relative_regret
gelu,0,0.1358557435189512,0.09035843460469438,0.0434395009822164,6,6,0.04188557762555258
relu,0,0.1830261084136767,0.12003681533476575,0.055722944225495286,6,6,0.05779156677163646
silu,0,0.25259366395512856,0.08500243605610443,0.024116869593447724,6,6,0.08333467988998576
