config_batch_size,config_context_terms,config_demand_power,config_depth,config_dropout,config_epochs,config_hidden_size,config_learning_rate,config_loss,config_mu,config_n_samples,config_rho,config_run_id,config_seed,config_sigma,config_solver,config_test_fraction,config_tolerance_absolute_floor,config_tolerance_relative,config_validation_fraction
64,3,1.0,2,0.1,100,128,0.001,mse_scen,0.0,2000,0.0,run_0179_seed2,2,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,2,0.1,100,128,0.001,mse_scen,0.0,2000,0.0,run_0180_seed3,3,5.0,highs,0.15,1.0,0.1,0.15
32,3,1.0,3,0.0,100,128,0.001,mse_scen,0.0,2000,0.0,run_0181_seed1,1,5.0,highs,0.15,1.0,0.1,0.15
32,3,1.0,3,0.0,100,128,0.001,mse_scen,0.0,2000,0.0,run_0182_seed2,2,5.0,highs,0.15,1.0,0.1,0.15
32,3,1.0,3,0.0,100,128,0.001,mse_scen,0.0,2000,0.0,run_0183_seed3,3,5.0,highs,0.15,1.0,0.1,0.15
32,3,1.0,3,0.1,100,128,0.001,mse_scen,0.0,2000,0.0,run_0184_seed1,1,5.0,highs,0.15,1.0,0.1,0.15
32,3,1.0,3,0.1,100,128,0.001,mse_scen,0.0,2000,0.0,run_0185_seed2,2,5.0,highs,0.15,1.0,0.1,0.15
32,3,1.0,3,0.1,100,128,0.001,mse_scen,0.0,2000,0.0,run_0186_seed3,3,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,3,0.0,100,128,0.001,mse_scen,0.0,2000,0.0,run_0187_seed1,1,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,3,0.0,100,128,0.001,mse_scen,0.0,2000,0.0,run_0188_seed2,2,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,3,0.0,100,128,0.001,mse_scen,0.0,2000,0.0,run_0189_seed3,3,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,3,0.1,100,128,0.001,mse_scen,0.0,2000,0.0,run_0190_seed1,1,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,3,0.1,100,128,0.001,mse_scen,0.0,2000,0.0,run_0191_seed2,2,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,3,0.1,100,128,0.001,mse_scen,0.0,2000,0.0,run_0192_seed3,3,5.0,highs,0.15,1.0,0.1,0.15
32,3,1.0,2,0.0,100,256,0.001,mse_scen,0.0,2000,0.0,run_0193_seed1,1,5.0,highs,0.15,1.0,0.1,0.15
32,3,1.0,2,0.0,100,256,0.001,mse_scen,0.0,2000,0.0,run_0194_seed2,2,5.0,highs,0.15,1.0,0.1,0.15
32,3,1.0,2,0.0,100,256,0.001,mse_scen,0.0,2000,0.0,run_0195_seed3,3,5.0,highs,0.15,1.0,0.1,0.15
32,3,1.0,2,0.1,100,256,0.001,mse_scen,0.0,2000,0.0,run_0196_seed1,1,5.0,highs,0.15,1.0,0.1,0.15
32,3,1.0,2,0.1,100,256,0.001,mse_scen,0.0,2000,0.0,run_0197_seed2,2,5.0,highs,0.15,1.0,0.1,0.15
32,3,1.0,2,0.1,100,256,0.001,mse_scen,0.0,2000,0.0,run_0198_seed3,3,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,2,0.0,100,256,0.001,mse_scen,0.0,2000,0.0,run_0199_seed1,1,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,2,0.0,100,256,0.001,mse_scen,0.0,2000,0.0,run_0200_seed2,2,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,2,0.0,100,256,0.001,mse_scen,0.0,2000,0.0,run_0201_seed3,3,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,2,0.1,100,256,0.001,mse_scen,0.0,2000,0.0,run_0202_seed1,1,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,2,0.1,100,256,0.001,mse_scen,0.0,2000,0.0,run_0203_seed2,2,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,2,0.1,100,256,0.001,mse_scen,0.0,2000,0.0,run_0204_seed3,3,5.0,highs,0.15,1.0,0.1,0.15
32,3,1.0,3,0.0,100,256,0.001,mse_scen,0.0,2000,0.0,run_0205_seed1,1,5.0,highs,0.15,1.0,0.1,0.15
32,3,1.0,3,0.0,100,256,0.001,mse_scen,0.0,2000,0.0,run_0206_seed2,2,5.0,highs,0.15,1.0,0.1,0.15
32,3,1.0,3,0.0,100,256,0.001,mse_scen,0.0,2000,0.0,run_0207_seed3,3,5.0,highs,0.15,1.0,0.1,0.15
32,3,1.0,3,0.1,100,256,0.001,mse_scen,0.0,2000,0.0,run_0208_seed1,1,5.0,highs,0.15,1.0,0.1,0.15
32,3,1.0,3,0.1,100,256,0.001,mse_scen,0.0,2000,0.0,run_0209_seed2,2,5.0,highs,0.15,1.0,0.1,0.15
32,3,1.0,3,0.1,100,256,0.001,mse_scen,0.0,2000,0.0,run_0210_seed3,3,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,3,0.0,100,256,0.001,mse_scen,0.0,2000,0.0,run_0211_seed1,1,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,3,0.0,100,256,0.001,mse_scen,0.0,2000,0.0,run_0212_seed2,2,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,3,0.0,100,256,0.001,mse_scen,0.0,2000,0.0,run_0213_seed3,3,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,3,0.1,100,256,0.001,mse_scen,0.0,2000,0.0,run_0214_seed1,1,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,3,0.1,100,256,0.001,mse_scen,0.0,2000,0.0,run_0215_seed2,2,5.0,highs,0.15,1.0,0.1,0.15
64,3,1.0,3,0.1,100,256,0.001,mse_scen,0.0,2000,0.0,run_0216_seed3,3,5.0,highs,0.15,1.0,0.1,0.15
