activation,batch_size,candidate_name,depth,display_loss,epoch,epoch_seconds,iterations,mu,mu_in,mu_ref,mu_schedule_kind,phase,replicate,rho,rho_in,rho_ref,run_id,seed,training_loss
silu,1,linear,3,1851.3883457037614,1,92.52109098434448,100,1.0,1.0,1.0,linear,mu_schedule,1,0.0,0.0,0.0,full_mu_schedule_linear_rep01,94001,1851.3883457037614
silu,1,linear,3,980.4688355237726,2,31.442171812057495,100,0.9916806722689075,0.9916806722689075,0.9916806722689075,linear,mu_schedule,1,0.0,0.0,0.0,full_mu_schedule_linear_rep01,94001,980.4688355237726
silu,1,linear,3,961.8499248756817,3,31.95585799217224,100,0.9833613445378151,0.9833613445378151,0.9833613445378151,linear,mu_schedule,1,0.0,0.0,0.0,full_mu_schedule_linear_rep01,94001,961.8499248756817
silu,1,linear,3,954.2149701779271,4,31.934513807296753,100,0.9750420168067226,0.9750420168067226,0.9750420168067226,linear,mu_schedule,1,0.0,0.0,0.0,full_mu_schedule_linear_rep01,94001,954.2149701779271
silu,1,linear,3,954.989377691517,5,29.572569131851196,100,0.9667226890756303,0.9667226890756303,0.9667226890756303,linear,mu_schedule,1,0.0,0.0,0.0,full_mu_schedule_linear_rep01,94001,954.989377691517
silu,1,linear,3,955.9870577612762,6,32.83174514770508,100,0.9584033613445379,0.9584033613445379,0.9584033613445379,linear,mu_schedule,1,0.0,0.0,0.0,full_mu_schedule_linear_rep01,94001,955.9870577612762
silu,1,linear,3,957.7718311113862,7,31.573557138442993,100,0.9500840336134454,0.9500840336134454,0.9500840336134454,linear,mu_schedule,1,0.0,0.0,0.0,full_mu_schedule_linear_rep01,94001,957.7718311113862
silu,1,linear,3,960.0787775970529,8,31.355793952941895,100,0.941764705882353,0.941764705882353,0.941764705882353,linear,mu_schedule,1,0.0,0.0,0.0,full_mu_schedule_linear_rep01,94001,960.0787775970529
silu,1,linear,3,962.7391497116607,9,32.21268391609192,100,0.9334453781512605,0.9334453781512605,0.9334453781512605,linear,mu_schedule,1,0.0,0.0,0.0,full_mu_schedule_linear_rep01,94001,962.7391497116607
silu,1,linear,3,965.5986359673453,10,31.83577299118042,100,0.925126050420168,0.925126050420168,0.925126050420168,linear,mu_schedule,1,0.0,0.0,0.0,full_mu_schedule_linear_rep01,94001,965.5986359673453
silu,1,linear,3,968.5943357817114,11,30.840458869934082,100,0.9168067226890756,0.9168067226890756,0.9168067226890756,linear,mu_schedule,1,0.0,0.0,0.0,full_mu_schedule_linear_rep01,94001,968.5943357817114
silu,1,linear,3,971.6491459063695,12,32.85798788070679,100,0.9084873949579831,0.9084873949579831,0.9084873949579831,linear,mu_schedule,1,0.0,0.0,0.0,full_mu_schedule_linear_rep01,94001,971.6491459063695
silu,1,linear,3,974.761932234323,13,31.441230058670044,100,0.9001680672268908,0.9001680672268908,0.9001680672268908,linear,mu_schedule,1,0.0,0.0,0.0,full_mu_schedule_linear_rep01,94001,974.761932234323
silu,1,linear,3,977.9256968500193,14,32.73733401298523,100,0.8918487394957983,0.8918487394957983,0.8918487394957983,linear,mu_schedule,1,0.0,0.0,0.0,full_mu_schedule_linear_rep01,94001,977.9256968500193
silu,1,linear,3,981.1613405341258,15,31.421820163726807,100,0.8835294117647059,0.8835294117647059,0.8835294117647059,linear,mu_schedule,1,0.0,0.0,0.0,full_mu_schedule_linear_rep01,94001,981.1613405341258
silu,1,linear,3,984.4412489775073,16,32.30298185348511,100,0.8752100840336134,0.8752100840336134,0.8752100840336134,linear,mu_schedule,1,0.0,0.0,0.0,full_mu_schedule_linear_rep01,94001,984.4412489775073
