activation,average_test_loss,batch_size,candidate_name,depth,epochs,error,final_epochs,finished_at,mean_test_optimal_value,mean_test_policy_value,mean_test_regret,mean_test_relative_regret,mu_schedule_kind,phase,replicate,rho,run_id,seed,started_at,status,test_policy_eval_seconds,test_sample_count
gelu,1.351722408543164,1,batch1_rho_0p0,2,1,,0,1777863176567,888.8709424364083,2254.3732412333757,1365.5022987969676,1.351722408543164,delayed_log_2_0,batch_size,1,0.0,smoke_batch_size_batch1_rho_0p0_rep01,94001,1777863080140,ok,7.116959907,2.0
gelu,1.351788391736004,8,batch8_rho_0p0,2,1,,0,1777863177505,888.8709424364083,2254.4385216497676,1365.5675792133595,1.351788391736004,delayed_log_2_0,batch_size,1,0.0,smoke_batch_size_batch8_rho_0p0_rep01,94001,1777863080211,ok,6.966509125,2.0
gelu,1.3517350553371135,16,batch16_rho_0p0,2,1,,0,1777863178031,888.8709424364083,2254.3823992738007,1365.5114568373924,1.3517350553371135,delayed_log_2_0,batch_size,1,0.0,smoke_batch_size_batch16_rho_0p0_rep01,94001,1777863080138,ok,7.163300806,2.0
gelu,1.3516898093507252,32,batch32_rho_0p0,2,1,,0,1777863178532,888.8709424364083,2254.3369909460407,1365.4660485096322,1.3516898093507252,delayed_log_2_0,batch_size,1,0.0,smoke_batch_size_batch32_rho_0p0_rep01,94001,1777863080060,ok,7.924135486,2.0
gelu,1.5028873686509707,1,batch1_rho_0p001,2,1,,0,1777863175642,888.8709424364083,2380.174131707729,1491.3031892713207,1.5028873686509707,delayed_log_2_0,batch_size,1,0.001,smoke_batch_size_batch1_rho_0p001_rep01,94001,1777863080208,ok,6.207094583,2.0
gelu,1.5031127699177296,8,batch8_rho_0p001,2,1,,0,1777863177259,888.8709424364083,2380.403274201773,1491.5323317653647,1.5031127699177296,delayed_log_2_0,batch_size,1,0.001,smoke_batch_size_batch8_rho_0p001_rep01,94001,1777863080198,ok,6.102105586,2.0
gelu,1.5030451562302791,16,batch16_rho_0p001,2,1,,0,1777863177756,888.8709424364083,2380.332256613078,1491.4613141766695,1.5030451562302791,delayed_log_2_0,batch_size,1,0.001,smoke_batch_size_batch16_rho_0p001_rep01,94001,1777863080166,ok,6.744791977,2.0
gelu,1.5029926493944887,32,batch32_rho_0p001,2,1,,0,1777863176375,888.8709424364083,2380.280184509198,1491.4092420727895,1.5029926493944887,delayed_log_2_0,batch_size,1,0.001,smoke_batch_size_batch32_rho_0p001_rep01,94001,1777863080003,ok,6.101464086,2.0
