candidate_name,failed_count,max_test_relative_regret,mean_test_relative_regret,min_test_relative_regret,ok_count,run_count,std_test_relative_regret
batch16_rho_0p0,0,1.3517350553371135,1.3517350553371135,1.3517350553371135,1,1,NaN
batch16_rho_0p001,0,1.5030451562302791,1.5030451562302791,1.5030451562302791,1,1,NaN
batch1_rho_0p0,0,1.351722408543164,1.351722408543164,1.351722408543164,1,1,NaN
batch1_rho_0p001,0,1.5028873686509707,1.5028873686509707,1.5028873686509707,1,1,NaN
batch32_rho_0p0,0,1.3516898093507252,1.3516898093507252,1.3516898093507252,1,1,NaN
batch32_rho_0p001,0,1.5029926493944887,1.5029926493944887,1.5029926493944887,1,1,NaN
batch8_rho_0p0,0,1.351788391736004,1.351788391736004,1.351788391736004,1,1,NaN
batch8_rho_0p001,0,1.5031127699177296,1.5031127699177296,1.5031127699177296,1,1,NaN
