version,smoke,training_contexts,epochs,final_epochs,depth,hidden_size,activation,schedule_kind,starting_mu,ending_mu,piece_length,nr_pieces,starting_phase_length,fine_tuning_phase_length,finished_at
resource-allocation-annealing-method-sweep-v1,false,100,130,10,3,32,relu,piecewise_linear,1.0,0.05,10,11,20,10,1778032964303
