attempt_id,run_id,phase,candidate_name,replicate,epoch,mu,mu_in,mu_ref,rho_in,rho_ref,iterations,epoch_seconds,training_loss,display_loss,training_contexts,epochs,depth,hidden_size,schedule_kind,seed,worker_id,hostname,created_at
full_data_amount_n500_rep01_attempt1777993804350_w10,full_data_amount_n500_rep01,data_amount,n500,1,1,1.0,1.0,1.0,0.0,0.0,500,102.12667083740234,1189.0473729001028,1189.0473729001028,500,26,3,128,piecewise_linear,95001,10,instance-20260501-133020,1777993924009
full_data_amount_n500_rep02_attempt1777993804330_w11,full_data_amount_n500_rep02,data_amount,n500,2,1,1.0,1.0,1.0,0.0,0.0,500,102.4953339099884,1176.2635454477393,1176.2635454477393,500,26,3,128,piecewise_linear,95002,11,instance-20260501-133020,1777993924074
full_data_amount_n100_rep05_attempt1777993804359_w8,full_data_amount_n100_rep05,data_amount,n100,5,5,1.0,1.0,1.0,0.0,0.0,100,12.38003921508789,959.9184855989397,959.9184855989397,100,130,3,128,piecewise_linear,95005,8,instance-20260501-133020,1777993924397
full_data_amount_n100_rep02_attempt1777993800929_w5,full_data_amount_n100_rep02,data_amount,n100,2,12,1.0,1.0,1.0,0.0,0.0,100,6.877318859100342,910.2056193826654,910.2056193826654,100,130,3,128,piecewise_linear,95002,5,instance-20260505-111334,1777993924967
full_data_amount_n100_rep04_attempt1777993802585_w7,full_data_amount_n100_rep04,data_amount,n100,4,7,1.0,1.0,1.0,0.0,0.0,100,10.854574918746948,922.2843474110397,922.2843474110397,100,130,3,128,piecewise_linear,95004,7,instance-20260504-201725,1777993928754
full_data_amount_n100_rep02_attempt1777993800929_w5,full_data_amount_n100_rep02,data_amount,n100,2,13,1.0,1.0,1.0,0.0,0.0,100,6.872741937637329,909.8655795633489,909.8655795633489,100,130,3,128,piecewise_linear,95002,5,instance-20260505-111334,1777993931954
full_data_amount_n100_rep03_attempt1777993803163_w6,full_data_amount_n100_rep03,data_amount,n100,3,7,1.0,1.0,1.0,0.0,0.0,100,11.699103832244873,969.7443138198761,969.7443138198761,100,130,3,128,piecewise_linear,95003,6,instance-20260501-084214,1777993934802
full_data_amount_n100_rep06_attempt1777993804334_w9,full_data_amount_n100_rep06,data_amount,n100,6,6,1.0,1.0,1.0,0.0,0.0,100,12.313709020614624,933.3462791810696,933.3462791810696,100,130,3,128,piecewise_linear,95006,9,instance-20260501-133020,1777993934830
full_data_amount_n100_rep05_attempt1777993804359_w8,full_data_amount_n100_rep05,data_amount,n100,5,6,1.0,1.0,1.0,0.0,0.0,100,11.7463858127594,958.7026252987383,958.7026252987383,100,130,3,128,piecewise_linear,95005,8,instance-20260501-133020,1777993936167
full_data_amount_n100_rep02_attempt1777993800929_w5,full_data_amount_n100_rep02,data_amount,n100,2,14,1.0,1.0,1.0,0.0,0.0,100,6.910477876663208,909.799383785225,909.799383785225,100,130,3,128,piecewise_linear,95002,5,instance-20260505-111334,1777993938978
full_data_amount_n100_rep01_attempt1777993799672_w3,full_data_amount_n100_rep01,data_amount,n100,1,4,1.0,1.0,1.0,0.0,0.0,100,17.77800679206848,983.2792489783627,983.2792489783627,100,130,3,128,piecewise_linear,95001,3,instance-20260504-202505,1777993939032
full_data_amount_n100_rep04_attempt1777993802585_w7,full_data_amount_n100_rep04,data_amount,n100,4,8,1.0,1.0,1.0,0.0,0.0,100,10.79807186126709,922.0934325379778,922.0934325379778,100,130,3,128,piecewise_linear,95004,7,instance-20260504-201725,1777993939581
full_data_amount_n100_rep02_attempt1777993800929_w5,full_data_amount_n100_rep02,data_amount,n100,2,15,1.0,1.0,1.0,0.0,0.0,100,6.8892340660095215,909.4865484482178,909.4865484482178,100,130,3,128,piecewise_linear,95002,5,instance-20260505-111334,1777993945982
full_data_amount_n100_rep03_attempt1777993803163_w6,full_data_amount_n100_rep03,data_amount,n100,3,8,1.0,1.0,1.0,0.0,0.0,100,11.29220700263977,968.4366021509013,968.4366021509013,100,130,3,128,piecewise_linear,95003,6,instance-20260501-084214,1777993946115
full_data_amount_n100_rep06_attempt1777993804334_w9,full_data_amount_n100_rep06,data_amount,n100,6,7,1.0,1.0,1.0,0.0,0.0,100,11.574124097824097,931.106387306942,931.106387306942,100,130,3,128,piecewise_linear,95006,9,instance-20260501-133020,1777993946428
full_data_amount_n100_rep05_attempt1777993804359_w8,full_data_amount_n100_rep05,data_amount,n100,5,7,1.0,1.0,1.0,0.0,0.0,100,11.936830997467041,957.8429524080005,957.8429524080005,100,130,3,128,piecewise_linear,95005,8,instance-20260501-133020,1777993948128
full_data_amount_n100_rep04_attempt1777993802585_w7,full_data_amount_n100_rep04,data_amount,n100,4,9,1.0,1.0,1.0,0.0,0.0,100,10.916867017745972,921.3263650639321,921.3263650639321,100,130,3,128,piecewise_linear,95004,7,instance-20260504-201725,1777993950522
full_data_amount_n100_rep02_attempt1777993800929_w5,full_data_amount_n100_rep02,data_amount,n100,2,16,1.0,1.0,1.0,0.0,0.0,100,6.877060890197754,909.5023172474914,909.5023172474914,100,130,3,128,piecewise_linear,95002,5,instance-20260505-111334,1777993952974
