activation,average_test_loss,batch_size,candidate_name,depth,epochs,error,final_epochs,finished_at,mean_test_optimal_value,mean_test_policy_value,mean_test_regret,mean_test_relative_regret,mu_schedule_kind,phase,replicate,rho,run_id,seed,started_at,status,test_policy_eval_seconds,test_sample_count
gelu,1.5031127699177296,8,batch8_rho_0p001,2,1,,0,1777863177259,888.8709424364083,2380.403274201773,1491.5323317653647,1.5031127699177296,delayed_log_2_0,batch_size,1,0.001,smoke_batch_size_batch8_rho_0p001_rep01,94001,1777863080198,ok,6.102105586,2.0
