phase,candidate_name,run_count,ok_count,failed_count,mean_average_test_loss,std_average_test_loss,min_average_test_loss,max_average_test_loss
depth,depth10,1,1,0,0.9507867305243483,NaN,0.9507867305243483,0.9507867305243483
depth,depth20,1,1,0,0.9505386575866486,NaN,0.9505386575866486,0.9505386575866486
depth,depth3,1,1,0,0.9505365828944633,NaN,0.9505365828944633,0.9505365828944633
depth,depth4,1,1,0,0.9505703009679721,NaN,0.9505703009679721,0.9505703009679721
depth,depth5,1,1,0,0.9506952574412411,NaN,0.9506952574412411,0.9506952574412411
