activation,average_test_loss,batch_size,candidate_name,depth,epochs,error,final_epochs,finished_at,mean_test_optimal_value,mean_test_policy_value,mean_test_regret,mean_test_relative_regret,mu_schedule_kind,phase,replicate,rho,run_id,seed,started_at,status,test_policy_eval_seconds,test_sample_count
silu,0.07103062174796046,1,geometric,3,130,,10,1777927776274,805.7162362224142,861.7869279784395,56.070691756024964,0.07103062174796046,geometric,mu_schedule,4,0.0,full_mu_schedule_geometric_rep04,94004,1777922936962,ok,277.258617134,30.0
