phase,candidate_name,run_count,ok_count,failed_count,mean_average_test_loss,std_average_test_loss,min_average_test_loss,max_average_test_loss
depth,depth10,2,2,0,0.045082748946843734,0.012650669361523557,0.03613737485476153,0.05402812303892593
depth,depth20,2,2,0,0.11733903621933253,0.06324028877068753,0.07262139918538389,0.16205667325328116
depth,depth3,2,2,0,0.052808062802912475,0.03703549227086534,0.02662001507360163,0.07899611053222333
depth,depth4,2,2,0,0.1364921077833373,0.042503290793615305,0.10643774264042817,0.16654647292624644
depth,depth5,2,2,0,0.11013908193991676,0.04371788900663783,0.07922586616416233,0.14105229771567118
