activation,batch_size,candidate_name,depth,display_loss,epoch,epoch_seconds,iterations,mu,mu_in,mu_ref,mu_schedule_kind,phase,replicate,rho,rho_in,rho_ref,run_id,seed,training_loss
silu,1,geometric,3,2096.571178772472,1,106.16932988166809,100,1.0,1.0,1.0,geometric,mu_schedule,6,0.0,0.0,0.0,full_mu_schedule_geometric_rep06,94006,2096.571178772472
silu,1,geometric,3,1024.2936640082141,2,33.38001298904419,100,0.9620403271064759,0.9620403271064759,0.9620403271064759,geometric,mu_schedule,6,0.0,0.0,0.0,full_mu_schedule_geometric_rep06,94006,1024.2936640082141
silu,1,geometric,3,1020.4541248915153,3,35.273592948913574,100,0.9255215909791351,0.9255215909791351,0.9255215909791351,geometric,mu_schedule,6,0.0,0.0,0.0,full_mu_schedule_geometric_rep06,94006,1020.4541248915153
silu,1,geometric,3,1031.7524700414858,4,34.95296001434326,100,0.8903890941296732,0.8903890941296732,0.8903890941296732,geometric,mu_schedule,6,0.0,0.0,0.0,full_mu_schedule_geometric_rep06,94006,1031.7524700414858
silu,1,geometric,3,1041.7436764539632,5,33.92113709449768,100,0.8565902153685495,0.8565902153685495,0.8565902153685495,geometric,mu_schedule,6,0.0,0.0,0.0,full_mu_schedule_geometric_rep06,94006,1041.7436764539632
silu,1,geometric,3,1050.6965920073771,6,36.45863890647888,100,0.824074330989366,0.824074330989366,0.824074330989366,geometric,mu_schedule,6,0.0,0.0,0.0,full_mu_schedule_geometric_rep06,94006,1050.6965920073771
silu,1,geometric,3,1059.5114557426489,7,34.29202389717102,100,0.79279273894506,0.79279273894506,0.79279273894506,geometric,mu_schedule,6,0.0,0.0,0.0,full_mu_schedule_geometric_rep06,94006,1059.5114557426489
silu,1,geometric,3,1068.2018850911938,8,35.29950499534607,100,0.7626985859023444,0.7626985859023444,0.7626985859023444,geometric,mu_schedule,6,0.0,0.0,0.0,full_mu_schedule_geometric_rep06,94006,1068.2018850911938
silu,1,geometric,3,1076.3783938967097,9,36.20958590507507,100,0.733746797065138,0.733746797065138,0.733746797065138,geometric,mu_schedule,6,0.0,0.0,0.0,full_mu_schedule_geometric_rep06,94006,1076.3783938967097
silu,1,geometric,3,1084.2464134667994,10,36.29444098472595,100,0.7058940086618744,0.7058940086618744,0.7058940086618744,geometric,mu_schedule,6,0.0,0.0,0.0,full_mu_schedule_geometric_rep06,94006,1084.2464134667994
silu,1,geometric,3,1091.2140970287444,11,36.21374988555908,100,0.6790985029955712,0.6790985029955712,0.6790985029955712,geometric,mu_schedule,6,0.0,0.0,0.0,full_mu_schedule_geometric_rep06,94006,1091.2140970287444
silu,1,geometric,3,1098.152494721024,12,35.4380669593811,100,0.6533201459593774,0.6533201459593774,0.6533201459593774,geometric,mu_schedule,6,0.0,0.0,0.0,full_mu_schedule_geometric_rep06,94006,1098.152494721024
silu,1,geometric,3,1104.9182411148997,13,34.3316330909729,100,0.62852032692401,0.62852032692401,0.62852032692401,geometric,mu_schedule,6,0.0,0.0,0.0,full_mu_schedule_geometric_rep06,94006,1104.9182411148997
