candidate_name,failed_count,max_test_relative_regret,mean_test_relative_regret,min_test_relative_regret,ok_count,run_count,std_test_relative_regret
delayed_log_1_5,0,1.3517344954649202,1.3517344954649202,1.3517344954649202,1,1,NaN
delayed_log_2_0,0,1.351700407092546,1.351700407092546,1.351700407092546,1,1,NaN
geometric,0,1.3517660528691047,1.3517660528691047,1.3517660528691047,1,1,NaN
linear,0,1.3517383283859612,1.3517383283859612,1.3517383283859612,1,1,NaN
warmup20_geometric,0,1.3517854713132118,1.3517854713132118,1.3517854713132118,1,1,NaN
