config_batch_size,config_context_terms,config_demand_power,config_depth,config_dropout,config_epochs,config_hidden_size,config_learning_rate,config_loss,config_mu,config_n_samples,config_rho,config_run_id,config_seed,config_sigma,config_solver,config_test_fraction,config_tolerance_absolute_floor,config_tolerance_relative,config_validation_fraction,elapsed_seconds,error,fallback_reason,finished_at,hostname,julia_version,pid,run_id,started_at,status,test_mae,test_mse,test_relative_mae,test_rmse,test_sample_count,test_tolerance_accuracy,train_mae,train_mse,train_relative_mae,train_rmse,train_sample_count,train_tolerance_accuracy,training_backend,validation_mae,validation_mse,validation_relative_mae,validation_rmse,validation_sample_count,validation_tolerance_accuracy,worker_id
32,3,1.0,2,0.0,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0025_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,3.853656945,,Training has not been implemented yet.,2026-05-01T16:35:54.916,instance-20260501-133020,1.12.6,17421,run_0025_seed1,2026-05-01T16:35:50.436,ok,4.376166602825115,30.116069498871028,0.070390375496965,5.487810993362565,300,0.7584444444444445,4.290587789929479,29.129699917566107,0.06929634789498389,5.397193707619369,1400,0.761452380952381,ContextualDFLTraining.supervised_mse_fallback,4.326869709896525,29.7492081504668,0.06889246884362696,5.4542834681071355,300,0.7672222222222222,13
32,3,1.0,2,0.0,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0026_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,4.883406826,,Training has not been implemented yet.,2026-05-01T16:35:55.482,instance-20260501-084214,1.12.6,14163,run_0026_seed2,2026-05-01T16:35:50.590,ok,4.317328052841182,29.36163204588393,0.07394992424327126,5.418637471346827,300,0.7317777777777777,4.290159259656498,29.071808803124863,0.07198468021652069,5.391827964904376,1400,0.7426428571428572,ContextualDFLTraining.supervised_mse_fallback,4.312577700414111,29.190993657813344,0.07211532415038374,5.402869020975184,300,0.7433333333333333,3
32,3,1.0,2,0.0,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0027_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,3.872255561,,Training has not been implemented yet.,2026-05-01T16:35:54.504,instance-20260501-084214,1.12.6,14169,run_0027_seed3,2026-05-01T16:35:50.623,ok,4.4688204853936195,31.34689834975071,0.07297929049526303,5.598830087594257,300,0.7394444444444445,4.457530624953527,31.52512915211743,0.07179391692505173,5.6147243166621665,1400,0.7443333333333333,ContextualDFLTraining.supervised_mse_fallback,4.385614839324891,30.732282076740766,0.07023140217623539,5.543670451671957,300,0.7592222222222222,9
32,3,1.0,2,0.1,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0028_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,12.421326191,,Training has not been implemented yet.,2026-05-01T16:36:04.475,instance-20260501-084214,1.12.6,14168,run_0028_seed1,2026-05-01T16:35:50.831,ok,4.3824500434142575,30.221509435099232,0.07038069231947473,5.497409338506569,300,0.757,4.2957150889521545,29.180547444046923,0.06928883999416163,5.401902206079533,1400,0.7622857142857142,ContextualDFLTraining.supervised_mse_fallback,4.326128215579738,29.811822236558008,0.06878614107817817,5.460020351295223,300,0.765,8
32,3,1.0,2,0.1,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0029_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,12.256666718,,Training has not been implemented yet.,2026-05-01T16:36:04.680,instance-20260501-084214,1.12.6,14139,run_0029_seed2,2026-05-01T16:35:51.395,ok,4.2744243595350175,28.729649235961034,0.07316913620177813,5.360004592904845,300,0.7385555555555555,4.23936750091045,28.31497215001546,0.0710739762797725,5.321181461857456,1400,0.7485,ContextualDFLTraining.supervised_mse_fallback,4.259102285119987,28.423828118725428,0.07119443008172559,5.331400202453895,300,0.7496666666666667,2
32,3,1.0,2,0.1,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0030_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,12.461876487,,Training has not been implemented yet.,2026-05-01T16:36:04.860,instance-20260501-084214,1.12.6,14164,run_0030_seed3,2026-05-01T16:35:51.414,ok,4.380464312578691,30.07138375004655,0.07151081030756969,5.483738118295452,300,0.75,4.375233858583529,30.30178624275091,0.07040124967015038,5.504705827085668,1400,0.7528809523809524,ContextualDFLTraining.supervised_mse_fallback,4.305022913443718,29.536878243160363,0.06880662124787609,5.434784102718374,300,0.7675555555555555,4
64,3,1.0,2,0.0,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0031_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,4.056665178,,Training has not been implemented yet.,2026-05-01T16:35:56.333,instance-20260501-133020,1.12.6,17420,run_0031_seed1,2026-05-01T16:35:51.657,ok,9.752941835609017,142.59346474081124,0.15452675780544461,11.941250551797799,300,0.37144444444444447,9.52510763724143,139.41936849114376,0.15083571566343226,11.807597913680146,1400,0.3935952380952381,ContextualDFLTraining.supervised_mse_fallback,9.621773548833787,146.78139457803644,0.14994970769315488,12.115337163200884,300,0.4028888888888889,12
64,3,1.0,2,0.0,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0032_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,1.654823366,,Training has not been implemented yet.,2026-05-01T16:35:53.910,instance-20260501-133020,1.12.6,17399,run_0032_seed2,2026-05-01T16:35:52.249,ok,8.68555071765094,113.64443498980374,0.14612757383225683,10.66041439109211,300,0.40066666666666667,8.64731392586056,115.1656716800328,0.1421874773007858,10.731526996659554,1400,0.4090238095238095,ContextualDFLTraining.supervised_mse_fallback,8.91254622907448,120.9997551151171,0.14652227735711554,10.999988868863326,300,0.398,10
64,3,1.0,2,0.0,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0033_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,4.083496266,,Training has not been implemented yet.,2026-05-01T16:35:57.105,instance-20260501-133020,1.12.6,17419,run_0033_seed3,2026-05-01T16:35:52.368,ok,8.876317272173189,119.95160400414493,0.14260770787673327,10.952241962454305,300,0.4093333333333333,8.88286794013483,123.49247757768352,0.14106185993047948,11.112716930511796,1400,0.4240952380952381,ContextualDFLTraining.supervised_mse_fallback,8.542414667103612,113.56513042375384,0.1356697488553219,10.656694160186538,300,0.4434444444444444,11
64,3,1.0,2,0.1,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0034_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,4.675390528,,Training has not been implemented yet.,2026-05-01T16:35:59.217,instance-20260501-133020,1.12.6,17399,run_0034_seed1,2026-05-01T16:35:53.935,ok,7.699749624721434,91.16942837263656,0.12182602050436521,9.548268344188727,300,0.47655555555555557,7.501829838647858,87.73747375824331,0.11854198588260095,9.366828372413114,1400,0.491952380952381,ContextualDFLTraining.supervised_mse_fallback,7.658699027585532,93.85333674235503,0.11922485682678234,9.687793182265764,300,0.4988888888888889,10
64,3,1.0,2,0.1,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0035_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,11.973356788,,Training has not been implemented yet.,2026-05-01T16:36:07.681,instance-20260501-084214,1.12.6,14169,run_0035_seed2,2026-05-01T16:35:54.527,ok,7.913807202106167,94.93102391124222,0.13303754055960224,9.743255303605784,300,0.44022222222222224,7.854858078855994,95.5511582086007,0.12903356987189266,9.775027274059173,1400,0.44957142857142857,ContextualDFLTraining.supervised_mse_fallback,8.088337919655354,100.45567640042589,0.13288190848960998,10.02275792386636,300,0.43944444444444447,9
64,3,1.0,2,0.1,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0036_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,2.630225985,,Training has not been implemented yet.,2026-05-01T16:35:57.576,instance-20260501-133020,1.12.6,17421,run_0036_seed3,2026-05-01T16:35:54.941,ok,7.79425990668952,93.36563106065184,0.1250179585857889,9.66258925240289,300,0.46544444444444444,7.793146147232045,95.60333859272731,0.12356453059784119,9.777695975674806,1400,0.4799761904761905,ContextualDFLTraining.supervised_mse_fallback,7.503932367461632,88.31650682167047,0.11897462015956929,9.397686248309766,300,0.5023333333333333,13
32,3,1.0,3,0.0,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0037_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,10.0432466,,Training has not been implemented yet.,2026-05-01T16:36:06.781,instance-20260501-084214,1.12.6,14163,run_0037_seed1,2026-05-01T16:35:55.505,ok,4.25678961850087,28.4054324809693,0.06864305443635105,5.329674706862446,300,0.7697777777777778,4.178262609674291,27.51355002505166,0.0676867890540536,5.245336025942634,1400,0.773952380952381,ContextualDFLTraining.supervised_mse_fallback,4.219531994554358,28.14693821227956,0.06733333859806465,5.305368810203449,300,0.7747777777777778,3
32,3,1.0,3,0.0,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0038_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,10.885259664,,Training has not been implemented yet.,2026-05-01T16:36:08.259,instance-20260501-084214,1.12.6,14165,run_0038_seed2,2026-05-01T16:35:56.121,ok,4.281040320722063,28.83471534256267,0.07363678529787894,5.369796582978044,300,0.7383333333333333,4.250179674469766,28.514340572197472,0.07158343518281922,5.339882074746359,1400,0.7474047619047619,ContextualDFLTraining.supervised_mse_fallback,4.275923138341965,28.677926342037214,0.07177560938557234,5.355177526659337,300,0.7504444444444445,5
32,3,1.0,3,0.0,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0039_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,10.44353952,,Training has not been implemented yet.,2026-05-01T16:36:08.058,instance-20260501-084214,1.12.6,14166,run_0039_seed3,2026-05-01T16:35:56.277,ok,4.396119092760484,30.414220413574895,0.07219226316217477,5.514908921602867,300,0.7476666666666667,4.387731420274806,30.492384460897508,0.07098935430055285,5.521990987035157,1400,0.7516190476190476,ContextualDFLTraining.supervised_mse_fallback,4.334055830859065,29.93337873810062,0.06963165050830308,5.471140533572559,300,0.7631111111111111,6
32,3,1.0,3,0.1,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0040_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,4.756755838,,Training has not been implemented yet.,2026-05-01T16:36:01.120,instance-20260501-133020,1.12.6,17420,run_0040_seed1,2026-05-01T16:35:56.357,ok,4.3146378365498705,29.318843309270786,0.06933439314150312,5.414687738851686,300,0.7668888888888888,4.224363889934931,28.14987463007386,0.06823365762809515,5.305645543199608,1400,0.7698333333333334,ContextualDFLTraining.supervised_mse_fallback,4.263806594365065,28.832423090275242,0.06783698597004004,5.369583139339146,300,0.7685555555555555,12
32,3,1.0,3,0.1,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0041_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,12.637056377,,Training has not been implemented yet.,2026-05-01T16:36:10.582,instance-20260501-084214,1.12.6,14167,run_0041_seed2,2026-05-01T16:35:56.621,ok,4.256066906464392,28.493681482519452,0.07289228765437068,5.337947309829824,300,0.7403333333333333,4.211770242133194,27.971338409247974,0.07066038933972182,5.288793662948856,1400,0.7509761904761905,ContextualDFLTraining.supervised_mse_fallback,4.2470633849395565,28.302455886199724,0.07101888605302804,5.320005252459787,300,0.7496666666666667,7
32,3,1.0,3,0.1,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0042_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,4.801240688,,Training has not been implemented yet.,2026-05-01T16:36:01.938,instance-20260501-133020,1.12.6,17419,run_0042_seed3,2026-05-01T16:35:57.131,ok,4.39348891706755,30.41258935888677,0.07191790211630927,5.514761042773002,300,0.7468888888888889,4.3908900051685364,30.52887681534892,0.07078555739077,5.525294274095175,1400,0.7511190476190476,ContextualDFLTraining.supervised_mse_fallback,4.322371473592063,29.797396055754266,0.06916365671406452,5.458699117532882,300,0.7647777777777778,11
64,3,1.0,3,0.0,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0043_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,3.502000627,,Training has not been implemented yet.,2026-05-01T16:36:01.109,instance-20260501-133020,1.12.6,17421,run_0043_seed1,2026-05-01T16:35:57.601,ok,4.483069601086273,32.3529181339706,0.07201042504214399,5.687962564396024,300,0.7526666666666667,4.352531305674156,30.121251438211573,0.07026889806930715,5.488283104779816,1400,0.758547619047619,ContextualDFLTraining.supervised_mse_fallback,4.430906097988255,31.464594170967207,0.07041071907376276,5.609330991389901,300,0.756,13
64,3,1.0,3,0.0,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0044_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,3.491371615,,Training has not been implemented yet.,2026-05-01T16:36:02.741,instance-20260501-133020,1.12.6,17399,run_0044_seed2,2026-05-01T16:35:59.243,ok,4.413622702639211,30.887942699620734,0.07540596614282119,5.557692209867396,300,0.726,4.378805509960299,30.58252564502329,0.07327915977307287,5.530146982225996,1400,0.734,ContextualDFLTraining.supervised_mse_fallback,4.418999125604571,30.947674978584374,0.07372609574443582,5.563063452683636,300,0.7343333333333333,10
64,3,1.0,3,0.0,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0045_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,3.497491547,,Training has not been implemented yet.,2026-05-01T16:36:04.640,instance-20260501-133020,1.12.6,17421,run_0045_seed3,2026-05-01T16:36:01.135,ok,4.607842358668846,34.16491921448165,0.07528209223407116,5.8450764934671,300,0.7277777777777777,4.581712830426988,33.76162443765406,0.07367123552345826,5.810475405477082,1400,0.7354047619047619,ContextualDFLTraining.supervised_mse_fallback,4.5253929292270945,32.96816459535729,0.07244058590253172,5.741791061625047,300,0.7477777777777778,13
64,3,1.0,3,0.1,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0046_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,4.366092175,,Training has not been implemented yet.,2026-05-01T16:36:05.526,instance-20260501-133020,1.12.6,17420,run_0046_seed1,2026-05-01T16:36:01.144,ok,4.46350908722913,31.621680876976054,0.07120692601584079,5.623315825825191,300,0.7514444444444445,4.354292159865781,30.030106838966372,0.06986082432725021,5.4799732516652275,1400,0.7584761904761905,ContextualDFLTraining.supervised_mse_fallback,4.421189390256985,31.134695845969702,0.0698250405217972,5.579847295936485,300,0.7567777777777778,12
64,3,1.0,3,0.1,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0047_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,4.37985258,,Training has not been implemented yet.,2026-05-01T16:36:06.349,instance-20260501-133020,1.12.6,17419,run_0047_seed2,2026-05-01T16:36:01.963,ok,4.392243186484579,30.46278257115352,0.07492632951050847,5.519309972374583,300,0.7271111111111112,4.366354735227402,30.255542988293,0.0729280145948417,5.5005038849448145,1400,0.7368809523809524,ContextualDFLTraining.supervised_mse_fallback,4.403886882197311,30.58694996275973,0.07333232129319647,5.530546985855895,300,0.7346666666666667,11
64,3,1.0,3,0.1,100,128,0.0001,mse_scen,0.0,2000,0.0,run_0048_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,3.941501849,,Training has not been implemented yet.,2026-05-01T16:36:06.716,instance-20260501-133020,1.12.6,17399,run_0048_seed3,2026-05-01T16:36:02.767,ok,4.5674155601069515,33.47325391827346,0.074512020540327,5.785607480487546,300,0.734,4.529055156183681,32.71379181588287,0.07274967814987657,5.719597172518609,1400,0.7393809523809524,ContextualDFLTraining.supervised_mse_fallback,4.474163637563276,31.94891490009206,0.07141940647299147,5.652337118404391,300,0.7501111111111111,10
32,3,1.0,2,0.0,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0049_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,12.838077143,,Training has not been implemented yet.,2026-05-01T16:36:17.355,instance-20260501-084214,1.12.6,14168,run_0049_seed1,2026-05-01T16:36:04.498,ok,4.3373119822365185,29.58326313755048,0.06987411203990897,5.439049837752039,300,0.7621111111111111,4.252230132675535,28.55644469019514,0.06882219008170587,5.343823040688673,1400,0.7655238095238095,ContextualDFLTraining.supervised_mse_fallback,4.27793866720975,29.0795829548405,0.06820118280729467,5.392548836574454,300,0.7688888888888888,8
32,3,1.0,2,0.0,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0050_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,8.813830845,,Training has not been implemented yet.,2026-05-01T16:36:13.491,instance-20260501-133020,1.12.6,17421,run_0050_seed2,2026-05-01T16:36:04.664,ok,4.219363191214657,27.895392061899038,0.07251446809619916,5.28160885165676,300,0.7454444444444445,4.1698893674351645,27.388656046865375,0.07021029191593535,5.2334172437199555,1400,0.7559047619047619,ContextualDFLTraining.supervised_mse_fallback,4.185774087851616,27.46922631164203,0.0702354704956479,5.241109263471047,300,0.7572222222222222,13
32,3,1.0,2,0.0,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0051_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,13.527287676,,Training has not been implemented yet.,2026-05-01T16:36:18.247,instance-20260501-084214,1.12.6,14139,run_0051_seed3,2026-05-01T16:36:04.703,ok,4.329250716976921,29.374136739012986,0.07104343076278803,5.419791208064475,300,0.7534444444444445,4.328130445194653,29.62342698393949,0.07002877955766304,5.442740760309964,1400,0.7567857142857143,ContextualDFLTraining.supervised_mse_fallback,4.270610769078118,28.981521389690066,0.068556844618285,5.383448837844571,300,0.768,2
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,15.877928026,,Training has not been implemented yet.,2026-05-01T16:36:20.797,instance-20260501-084214,1.12.6,14164,run_0052_seed1,2026-05-01T16:36:04.884,ok,4.163291831431979,27.207894149572976,0.06672388044598718,5.216118686300473,300,0.7835555555555556,4.080399264889144,26.193948244169853,0.06570289266591291,5.118002368519368,1400,0.7853571428571429,ContextualDFLTraining.supervised_mse_fallback,4.106878326417072,26.640750769739757,0.06509008030203353,5.161467889054407,300,0.7876666666666666,4
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,8.379097275,,Training has not been implemented yet.,2026-05-01T16:36:13.941,instance-20260501-133020,1.12.6,17420,run_0053_seed2,2026-05-01T16:36:05.551,ok,4.166303312454515,27.163755541386774,0.0713836648764174,5.211885986990389,300,0.7494444444444445,4.1135379460621,26.628074822748115,0.06905647594740345,5.160239802833597,1400,0.7616904761904761,ContextualDFLTraining.supervised_mse_fallback,4.135033388640785,26.824867716472504,0.06916915382526899,5.179272894574344,300,0.7618888888888888,12
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0054_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,8.696352129,,Training has not been implemented yet.,2026-05-01T16:36:15.082,instance-20260501-133020,1.12.6,17419,run_0054_seed3,2026-05-01T16:36:06.375,ok,4.142791320312718,26.920487926055944,0.06802716015661538,5.188495728634258,300,0.7747777777777778,4.158097233172701,27.237233777567223,0.06731656400143557,5.218930328866944,1400,0.7749761904761905,ContextualDFLTraining.supervised_mse_fallback,4.1015848255720755,26.63978174459702,0.06586939719485282,5.161374017119571,300,0.7855555555555556,11
64,3,1.0,2,0.0,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0055_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,6.160653265,,Training has not been implemented yet.,2026-05-01T16:36:12.910,instance-20260501-133020,1.12.6,17399,run_0055_seed1,2026-05-01T16:36:06.741,ok,4.9853034293450245,39.917940710617756,0.07926707757902889,6.318064633304866,300,0.6972222222222222,4.846742473879725,37.731478309746024,0.0770619415910118,6.142595405017819,1400,0.7053809523809523,ContextualDFLTraining.supervised_mse_fallback,4.978246087606458,40.24164440440045,0.07810305099248457,6.343630222861391,300,0.7063333333333334,10
64,3,1.0,2,0.0,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0056_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,9.973832296,,Training has not been implemented yet.,2026-05-01T16:36:16.813,instance-20260501-084214,1.12.6,14163,run_0056_seed2,2026-05-01T16:36:06.804,ok,5.007096729769786,39.6694114611992,0.08411829216331915,6.298365777024958,300,0.6602222222222223,4.988547045297616,39.67728257739387,0.08211856654462717,6.29899059988137,1400,0.6739047619047619,ContextualDFLTraining.supervised_mse_fallback,5.06316234749838,40.64541866149204,0.08328098915101333,6.375375962364262,300,0.6656666666666666,3
64,3,1.0,2,0.0,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0057_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,9.22799669,,Training has not been implemented yet.,2026-05-01T16:36:16.947,instance-20260501-084214,1.12.6,14169,run_0057_seed3,2026-05-01T16:36:07.704,ok,5.631128535266921,50.04243285429759,0.09034987538222972,7.074067631447807,300,0.6248888888888889,5.6303797641186515,50.933255548062355,0.0891677793810855,7.136753852282027,1400,0.6340238095238095,ContextualDFLTraining.supervised_mse_fallback,5.448408169628963,47.94422967530605,0.08620085866017954,6.9241771839913255,300,0.6585555555555556,9
64,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0058_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,11.343750088,,Training has not been implemented yet.,2026-05-01T16:36:19.441,instance-20260501-084214,1.12.6,14166,run_0058_seed1,2026-05-01T16:36:08.081,ok,4.794027749523221,36.95280156652865,0.07630739316835729,6.078881604911272,300,0.722,4.655247816199239,34.71793163254551,0.07413470703709968,5.892192430033621,1400,0.7248571428571429,ContextualDFLTraining.supervised_mse_fallback,4.758594574206547,36.55398645068468,0.07477903786115435,6.045989286352126,300,0.7251111111111112,6
64,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0059_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,12.696974801,,Training has not been implemented yet.,2026-05-01T16:36:20.990,instance-20260501-084214,1.12.6,14165,run_0059_seed2,2026-05-01T16:36:08.278,ok,4.777739828615521,36.14901257164921,0.08041515616985222,6.012404890860995,300,0.68,4.7443328172678125,35.8224275086527,0.07830518749105839,5.985183999565319,1400,0.6967857142857142,ContextualDFLTraining.supervised_mse_fallback,4.80522713428295,36.573365803170844,0.07922652286703688,6.047591735821032,300,0.6926666666666667,5
64,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0060_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,12.169135087,,Training has not been implemented yet.,2026-05-01T16:36:22.794,instance-20260501-084214,1.12.6,14167,run_0060_seed3,2026-05-01T16:36:10.604,ok,5.024406458733825,39.97108720780094,0.08082939196157375,6.322269150218214,300,0.6803333333333333,5.037402697591083,40.72047036620233,0.07997576519472151,6.3812593088043625,1400,0.6872619047619047,ContextualDFLTraining.supervised_mse_fallback,4.891001540704578,38.62198537756614,0.0774845426948542,6.2146589107984145,300,0.7091111111111111,7
32,3,1.0,3,0.0,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0061_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,15.027974392,,Training has not been implemented yet.,2026-05-01T16:36:27.981,instance-20260501-133020,1.12.6,17399,run_0061_seed1,2026-05-01T16:36:12.936,ok,4.0943658441482125,26.250467599248,0.06606601953767348,5.1235210157906055,300,0.7856666666666666,4.025259759706219,25.451721576949765,0.06524195920710964,5.044969928250293,1400,0.7884523809523809,ContextualDFLTraining.supervised_mse_fallback,4.0666704139349115,26.041326844692147,0.06484594625892542,5.103070335072029,300,0.7897777777777778,10
32,3,1.0,3,0.0,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0062_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,14.937718902,,Training has not been implemented yet.,2026-05-01T16:36:28.477,instance-20260501-133020,1.12.6,17421,run_0062_seed2,2026-05-01T16:36:13.516,ok,4.083524509953878,25.960924838715105,0.07014800147097563,5.095186438072223,300,0.7594444444444445,3.9999990910551313,25.147492813132015,0.06741852648115368,5.014727591119184,1400,0.7723333333333333,ContextualDFLTraining.supervised_mse_fallback,4.019822850851599,25.35240021481208,0.06749259435527907,5.035116703196866,300,0.7743333333333333,13
32,3,1.0,3,0.0,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0063_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,14.638483351,,Training has not been implemented yet.,2026-05-01T16:36:28.619,instance-20260501-133020,1.12.6,17420,run_0063_seed3,2026-05-01T16:36:13.965,ok,4.074137780059046,25.989636938181317,0.06701320819012047,5.098003230499302,300,0.7775555555555556,4.087544072320472,26.254115509606653,0.06636086555187194,5.123876999851446,1400,0.7812142857142857,ContextualDFLTraining.supervised_mse_fallback,4.0406209222834235,25.817710402603506,0.06498966619682106,5.081113106653256,300,0.7933333333333333,12
32,3,1.0,3,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0064_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,16.228104859,,Training has not been implemented yet.,2026-05-01T16:36:31.350,instance-20260501-133020,1.12.6,17419,run_0064_seed1,2026-05-01T16:36:15.108,ok,4.114685333761574,26.54282735440327,0.06632622323371982,5.151973151560795,300,0.7835555555555556,4.039721691156595,25.665554402114314,0.06542818713109956,5.066118277548829,1400,0.7868333333333334,ContextualDFLTraining.supervised_mse_fallback,4.088848374327878,26.312464957773617,0.06516788886609598,5.129567716462433,300,0.7877777777777778,11
32,3,1.0,3,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0065_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,34.619393601,,Training has not been implemented yet.,2026-05-01T16:36:52.418,instance-20260501-084214,1.12.6,14163,run_0065_seed2,2026-05-01T16:36:16.837,ok,4.101630063138423,26.269359102232904,0.0707241000145644,5.125364289709845,300,0.7603333333333333,4.026439859663473,25.545540236938805,0.06808793707158202,5.054259613132156,1400,0.7676190476190476,ContextualDFLTraining.supervised_mse_fallback,4.035692158889659,25.565798657594335,0.06801366778421332,5.056263309756953,300,0.769,3
32,3,1.0,3,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0066_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,28.887720546,,Training has not been implemented yet.,2026-05-01T16:36:46.821,instance-20260501-084214,1.12.6,14169,run_0066_seed3,2026-05-01T16:36:16.970,ok,4.077173321616174,26.129921546694714,0.06757621766010347,5.111743493828179,300,0.7743333333333333,4.084839437853277,26.25276058750583,0.06680850961544574,5.123744781651974,1400,0.7801428571428571,ContextualDFLTraining.supervised_mse_fallback,4.037119574166575,25.780706414775572,0.06544159759890492,5.077470474042717,300,0.7904444444444444,9
64,3,1.0,3,0.0,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0067_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,20.11321691,,Training has not been implemented yet.,2026-05-01T16:36:38.605,instance-20260501-084214,1.12.6,14168,run_0067_seed1,2026-05-01T16:36:17.379,ok,4.315879299453269,29.371272076651785,0.06945521950606852,5.419526923694704,300,0.7673333333333333,4.2228901651835,28.175183939829292,0.06831991555143034,5.3080301374266226,1400,0.7702857142857142,ContextualDFLTraining.supervised_mse_fallback,4.268492698578881,28.932756842334975,0.06799816533790343,5.3789178133091955,300,0.7693333333333333,8
64,3,1.0,3,0.0,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0068_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,19.091869488,,Training has not been implemented yet.,2026-05-01T16:36:38.668,instance-20260501-084214,1.12.6,14139,run_0068_seed2,2026-05-01T16:36:18.269,ok,4.2757252486218595,28.798229421289278,0.07337622608657446,5.366398179532458,300,0.7382222222222222,4.2469752737883235,28.5076749122615,0.07137802361126515,5.339257899021314,1400,0.7479761904761905,ContextualDFLTraining.supervised_mse_fallback,4.283262461034163,28.844285283938763,0.07171381482062283,5.370687598803226,300,0.7477777777777778,2
