config_batch_size,config_context_terms,config_demand_power,config_depth,config_dropout,config_epochs,config_hidden_size,config_learning_rate,config_loss,config_mu,config_n_samples,config_rho,config_run_id,config_seed,config_sigma,config_solver,config_test_fraction,config_tolerance_absolute_floor,config_tolerance_relative,config_validation_fraction,elapsed_seconds,error,fallback_reason,finished_at,hostname,julia_version,pid,run_id,started_at,status,test_mae,test_mse,test_relative_mae,test_rmse,test_sample_count,test_tolerance_accuracy,train_mae,train_mse,train_relative_mae,train_rmse,train_sample_count,train_tolerance_accuracy,training_backend,validation_mae,validation_mse,validation_relative_mae,validation_rmse,validation_sample_count,validation_tolerance_accuracy,worker_id
64,3,1.0,2,0.1,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0011_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,28.136834899,,Training has not been implemented yet.,2026-05-01T16:35:39.547,instance-20260501-133020,1.12.6,17420,run_0011_seed2,2026-05-01T16:35:10.427,ok,10.595431889769689,166.02691665384833,0.17860279450505268,12.885143253136471,300,0.323,10.52417569619751,166.57247124838764,0.17370416988636306,12.906295798887752,1400,0.3322857142857143,ContextualDFLTraining.supervised_mse_fallback,10.84398511714646,173.96898645588604,0.17900755265172127,13.189730340529561,300,0.3181111111111111,12
64,3,1.0,2,0.1,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0012_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,28.445293218,,Training has not been implemented yet.,2026-05-01T16:35:39.929,instance-20260501-133020,1.12.6,17421,run_0012_seed3,2026-05-01T16:35:10.514,ok,11.41225699463921,195.35653389965736,0.18399737414971093,13.977000175275714,300,0.3207777777777778,11.283924881882418,194.81727206885012,0.17996606226424847,13.957695800842277,1400,0.33130952380952383,ContextualDFLTraining.supervised_mse_fallback,10.969716489737284,180.8212133360245,0.17476617276686712,13.446977851399343,300,0.34344444444444444,13
32,3,1.0,3,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0013_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,4.087968955,,Training has not been implemented yet.,2026-05-01T16:35:41.811,instance-20260501-133020,1.12.6,17399,run_0013_seed1,2026-05-01T16:35:37.116,ok,4.402600623798016,30.562329279027324,0.07085497720638081,5.528320656313934,300,0.7586666666666667,4.305935930802881,29.338468108047007,0.06965014628570237,5.416499617654099,1400,0.7608333333333334,ContextualDFLTraining.supervised_mse_fallback,4.351691005643846,30.11903291357143,0.06932277439482508,5.488080986426078,300,0.7635555555555555,10
32,3,1.0,3,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0014_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,3.748727679,,Training has not been implemented yet.,2026-05-01T16:35:44.097,instance-20260501-133020,1.12.6,17420,run_0014_seed2,2026-05-01T16:35:39.738,ok,4.309216632673861,29.186407112068498,0.07400071526688091,5.402444549652361,300,0.7372222222222222,4.281415287366723,28.97056136973454,0.07200737082025774,5.382430804918401,1400,0.7450476190476191,ContextualDFLTraining.supervised_mse_fallback,4.3167454653999116,29.32436717744259,0.07232265166112692,5.41519779670536,300,0.7453333333333333,12
32,3,1.0,3,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0015_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,3.742777776,,Training has not been implemented yet.,2026-05-01T16:35:44.386,instance-20260501-133020,1.12.6,17419,run_0015_seed3,2026-05-01T16:35:39.987,ok,4.474680825376254,31.585618691704397,0.07339401362729117,5.620108423482985,300,0.7384444444444445,4.462654321734125,31.637027526948685,0.07210074909265841,5.624680215527696,1400,0.745547619047619,ContextualDFLTraining.supervised_mse_fallback,4.402514755220311,30.90659278008665,0.07065975850543936,5.559369818611337,300,0.757,11
32,3,1.0,3,0.1,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0016_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,5.227707465,,Training has not been implemented yet.,2026-05-01T16:35:46.060,instance-20260501-133020,1.12.6,17421,run_0016_seed1,2026-05-01T16:35:40.105,ok,4.422947144193327,31.047837032147903,0.07088306305038683,5.572058599130837,300,0.7583333333333333,4.321811955358485,29.577128093937084,0.06960738417166154,5.438485827317847,1400,0.7611190476190476,ContextualDFLTraining.supervised_mse_fallback,4.388390723753628,30.69412538535294,0.06958936372443747,5.540227918177459,300,0.7606666666666667,13
32,3,1.0,3,0.1,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0017_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,7.685324597,,Training has not been implemented yet.,2026-05-01T16:35:50.146,instance-20260501-133020,1.12.6,17399,run_0017_seed2,2026-05-01T16:35:41.837,ok,4.384741445799607,30.21249679475891,0.07451498680964436,5.496589560332744,300,0.7282222222222222,4.354230311930742,29.97876336792085,0.07244381776661435,5.475286601441138,1400,0.7372142857142857,ContextualDFLTraining.supervised_mse_fallback,4.381518097879275,30.232585279434932,0.072678421843416,5.4984166156662715,300,0.7386666666666667,10
32,3,1.0,3,0.1,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0018_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,5.456729408,,Training has not been implemented yet.,2026-05-01T16:35:50.189,instance-20260501-133020,1.12.6,17420,run_0018_seed3,2026-05-01T16:35:44.121,ok,4.543383611451551,32.399033442966655,0.07346668890817348,5.692014884288924,300,0.7345555555555555,4.538986863562329,32.62939531537226,0.07231765921158222,5.712214571895235,1400,0.7383809523809524,ContextualDFLTraining.supervised_mse_fallback,4.492751596290712,31.889024267226148,0.07107894433080646,5.64703676871562,300,0.7511111111111111,12
64,3,1.0,3,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0019_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,1.207535019,,Training has not been implemented yet.,2026-05-01T16:35:45.622,instance-20260501-133020,1.12.6,17419,run_0019_seed1,2026-05-01T16:35:44.411,ok,5.855837022176774,55.91211157402162,0.09249414343428068,7.47744017522184,300,0.6166666666666667,5.669988328423087,51.560768904889756,0.08958206718394482,7.1805827691692095,1400,0.633547619047619,ContextualDFLTraining.supervised_mse_fallback,5.83170195126212,55.403832328749694,0.09083152886775941,7.443375063017427,300,0.6281111111111111,11
64,3,1.0,3,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0020_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,2.088273883,,Training has not been implemented yet.,2026-05-01T16:35:47.743,instance-20260501-133020,1.12.6,17419,run_0020_seed2,2026-05-01T16:35:45.651,ok,6.00813918487614,56.44243810922106,0.10073983166631079,7.512818253439987,300,0.5658888888888889,6.004845966160175,57.272986236524645,0.09840712952005387,7.567891796037034,1400,0.5792380952380952,ContextualDFLTraining.supervised_mse_fallback,6.144348096298112,59.61989253996041,0.10064827065727008,7.721391878408997,300,0.568,11
64,3,1.0,3,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0021_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,3.711582652,,Training has not been implemented yet.,2026-05-01T16:35:50.411,instance-20260501-133020,1.12.6,17421,run_0021_seed3,2026-05-01T16:35:46.087,ok,6.679675643622888,69.84743582146866,0.10697999035878378,8.357477838526924,300,0.5446666666666666,6.67881128782676,71.58529826983182,0.10561694319439188,8.460809551681908,1400,0.5534523809523809,ContextualDFLTraining.supervised_mse_fallback,6.459541974932635,66.63198996864044,0.1021296628694419,8.162842027666617,300,0.5714444444444444,13
64,3,1.0,3,0.1,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0022_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,3.94635971,,Training has not been implemented yet.,2026-05-01T16:35:52.343,instance-20260501-133020,1.12.6,17419,run_0022_seed1,2026-05-01T16:35:47.769,ok,5.2296888607726455,44.700498488086104,0.08264351188814881,6.685843139656067,300,0.6757777777777778,5.045755764833679,40.87969989312398,0.07982661509266988,6.393723476435619,1400,0.6891428571428572,ContextualDFLTraining.supervised_mse_fallback,5.16884337639643,43.40798134921763,0.08057558983947592,6.588473370153182,300,0.6874444444444444,11
64,3,1.0,3,0.1,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0023_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,2.048614039,,Training has not been implemented yet.,2026-05-01T16:35:52.224,instance-20260501-133020,1.12.6,17399,run_0023_seed2,2026-05-01T16:35:50.172,ok,5.011036454016116,40.06002086288923,0.08394492514395314,6.329298607499036,300,0.6622222222222223,4.953017825239033,39.26514427691664,0.08136207675997482,6.266190571385189,1400,0.6778809523809524,ContextualDFLTraining.supervised_mse_fallback,5.007291248730852,39.9510447201093,0.08227907794170232,6.32068388072915,300,0.6761111111111111,10
64,3,1.0,3,0.1,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0024_seed3,3,5.0,highs,0.15,1.0,0.1,0.15,1.416509341,,Training has not been implemented yet.,2026-05-01T16:35:51.633,instance-20260501-133020,1.12.6,17420,run_0024_seed3,2026-05-01T16:35:50.213,ok,5.784568197222491,53.149276563821545,0.09285113939304508,7.290355036884113,300,0.6118888888888889,5.75287125147347,53.01779742502154,0.09099360026725738,7.281332118851711,1400,0.6239761904761905,ContextualDFLTraining.supervised_mse_fallback,5.583864064951046,49.90155281939069,0.08823542357995175,7.0641031150026885,300,0.6453333333333333,12
