config_batch_size,config_context_terms,config_demand_power,config_depth,config_dropout,config_epochs,config_hidden_size,config_learning_rate,config_loss,config_mu,config_n_samples,config_rho,config_run_id,config_seed,config_sigma,config_solver,config_test_fraction,config_tolerance_absolute_floor,config_tolerance_relative,config_validation_fraction,epoch,minibatch_mse,run_id,status,test_mse,train_mse,validation_mse
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,11,3528.4964393660075,run_0001_seed1,ok,3422.80075609296,3424.14515676902,3482.647733076666
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,12,3317.305364176144,run_0001_seed1,ok,3194.760591441838,3198.9315791591166,3246.2976504358858
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,13,3077.300363713311,run_0001_seed1,ok,2938.7334597222393,2945.9820717294583,2981.3767664228285
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,14,2815.130246383408,run_0001_seed1,ok,2663.9200997883718,2674.2571394616875,2697.409863046336
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,15,2535.164631131776,run_0001_seed1,ok,2376.687498213252,2389.801053438109,2400.8789452407186
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,16,2245.9495033796156,run_0001_seed1,ok,2082.558228687764,2098.130078239377,2097.575895063609
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,17,1955.9879291399275,run_0001_seed1,ok,1793.2255995525773,1810.9141416606897,1799.7686364947454
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,18,1675.309688042003,run_0001_seed1,ok,1518.2865447882891,1537.4724409934186,1517.5186924167585
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,19,1411.6321225726806,run_0001_seed1,ok,1265.212510927628,1285.1834775786874,1258.6291852613886
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,20,1172.1375390757078,run_0001_seed1,ok,1040.595621514359,1060.6321310031942,1029.8950221036978
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,21,964.0048432909775,run_0001_seed1,ok,848.8171677337695,868.1647021436232,835.7002683134226
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,22,787.6673413562476,run_0001_seed1,ok,691.7741864347717,709.790670940252,677.8443349687886
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,23,646.026418765257,run_0001_seed1,ok,568.7581413785804,584.9372191301493,555.3804310628379
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,24,536.515417887364,run_0001_seed1,ok,476.18015176586727,490.1696990805222,464.3751094690804
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,25,454.118502396833,run_0001_seed1,ok,409.50642110464554,421.1797093544643,399.90501462316803
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,26,395.3915963523104,run_0001_seed1,ok,362.6336584110179,372.00374785836993,355.5188623201621
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,27,353.92755049825183,run_0001_seed1,ok,330.6910170663752,337.9323167076042,326.0087302236408
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,28,325.09069506696466,run_0001_seed1,ok,309.0873864484564,314.4642257523328,306.5750317691587
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,29,305.7431018654531,run_0001_seed1,ok,294.04319364398737,297.7884553540306,293.4236426340016
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,30,291.3117186253252,run_0001_seed1,ok,283.25513501883466,285.63404261751333,284.1877975122848
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,31,281.2685954820119,run_0001_seed1,ok,275.414793510682,276.7569695290773,277.41437198684594
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,32,273.50764613163034,run_0001_seed1,ok,269.0206015740719,269.4351551044192,271.95494469783114
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,33,266.36454777514535,run_0001_seed1,ok,263.7632861118643,263.59291150288067,267.13540887952144
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,34,260.9546367648904,run_0001_seed1,ok,259.1209832578278,258.3919075295625,262.9249937061349
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,35,255.99948163796836,run_0001_seed1,ok,255.06536026936044,253.70603998851848,259.4288711543344
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,36,251.75860748088908,run_0001_seed1,ok,251.17926320526408,249.54199974469378,255.5733754862935
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,37,247.40101241585992,run_0001_seed1,ok,247.49417070278167,245.59533622450337,251.93625797714853
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,38,243.87506805162403,run_0001_seed1,ok,244.08141214419746,241.87192306877662,248.64378189075848
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,39,239.93370976692995,run_0001_seed1,ok,240.7095457813603,238.25274659043197,245.32225995484475
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,40,237.4524625054506,run_0001_seed1,ok,237.5525978771449,234.8192049760584,242.275271998325
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,41,232.94929580490017,run_0001_seed1,ok,234.25500092018265,231.39879167207624,238.8789124299853
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,42,229.54705472646745,run_0001_seed1,ok,231.04125617458413,228.0487617279394,235.6068368720067
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,43,225.9538699670435,run_0001_seed1,ok,227.9935018927338,224.82341675209608,232.57117920080935
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,44,223.38311554912605,run_0001_seed1,ok,224.8156467083177,221.5195563307941,229.35625392902253
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,45,220.085383043282,run_0001_seed1,ok,221.78932008601828,218.2595031161225,226.4414113772724
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,46,216.44070491370556,run_0001_seed1,ok,218.43251924797417,214.938693440067,222.8042033295219
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,47,213.58786521235842,run_0001_seed1,ok,215.33514360718206,211.71691954768804,219.6702738593267
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,48,210.00814654755894,run_0001_seed1,ok,212.14379237921605,208.35293955927293,216.52129502177442
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,49,206.52862275253364,run_0001_seed1,ok,209.02784024758964,205.12199222666482,213.4070151343074
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,50,203.37352594945014,run_0001_seed1,ok,205.82704086948516,201.82200395534764,210.16982689058557
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,51,200.53480223130654,run_0001_seed1,ok,202.5910772010891,198.4863003772801,206.9133575515764
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,52,196.5784707504021,run_0001_seed1,ok,199.2611726406523,195.11087884199364,203.45847405679947
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,53,193.51361889047533,run_0001_seed1,ok,196.057262593867,191.79089651421245,200.27115639968687
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,54,190.26800329571034,run_0001_seed1,ok,192.65935291478482,188.41363131265874,196.68741154739155
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,55,186.5041819169679,run_0001_seed1,ok,189.39666470122955,185.02104498460105,193.4678270512377
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,56,183.35308023902127,run_0001_seed1,ok,186.10639665176726,181.64833200081736,190.15475706493285
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,57,180.0501810238518,run_0001_seed1,ok,182.74871232479748,178.2042471880592,186.76437605750917
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,58,176.8638440874238,run_0001_seed1,ok,179.36145095690975,174.808599077877,183.2843954980358
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,59,172.80301053809694,run_0001_seed1,ok,175.83548582099652,171.3760704396131,179.50969679484055
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,60,169.42289714723745,run_0001_seed1,ok,172.42528802502855,167.8879180354404,176.09562187086874
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,61,166.21546698878436,run_0001_seed1,ok,169.0885850983082,164.4918315189541,172.70947578533693
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,62,163.18884909194347,run_0001_seed1,ok,165.63113412094876,161.02924895094424,169.16824024430747
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,63,159.46611298875666,run_0001_seed1,ok,162.1482700426758,157.53775693824704,165.5765960654144
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,64,156.19950050555738,run_0001_seed1,ok,158.70497867996232,154.04556602260277,162.07902215204558
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,65,152.26686078051148,run_0001_seed1,ok,155.32682177251542,150.6329880250727,158.64437570753674
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,66,148.81095562273472,run_0001_seed1,ok,151.8253001815598,147.12258797775576,155.0451602998797
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,67,145.25442104016108,run_0001_seed1,ok,148.33343797846817,143.62899340343668,151.4854808980212
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,68,141.93266137745323,run_0001_seed1,ok,144.8843818135747,140.19545087342996,147.91364940900934
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,69,138.61217681741874,run_0001_seed1,ok,141.48110073111542,136.80995350359683,144.40591443902446
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,70,135.1310817536684,run_0001_seed1,ok,138.17686015928703,133.38577076148587,141.16567188411526
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,71,131.52701755807087,run_0001_seed1,ok,134.66251469211156,129.96766794367832,137.44364842367906
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,72,128.40584887181248,run_0001_seed1,ok,131.06845445210723,126.48043219731171,133.65819728242096
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,73,125.04162510913429,run_0001_seed1,ok,127.7770456163074,123.1849448607128,130.30170614727027
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,74,121.43262312727997,run_0001_seed1,ok,124.39312839888939,119.79560746886818,126.8775027827285
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,75,118.30028980818284,run_0001_seed1,ok,121.04326541550535,116.45919261317204,123.43979564171566
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,76,114.86340264458354,run_0001_seed1,ok,117.85083641675422,113.24476700444785,120.22456090108155
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,77,111.55102379431884,run_0001_seed1,ok,114.32548185360993,109.92331539341453,116.40230943217625
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,78,108.26209819634315,run_0001_seed1,ok,111.05634670093004,106.63328207044228,113.09712489400292
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,79,105.12165051550068,run_0001_seed1,ok,107.91890142414049,103.4968769971262,109.91057311972968
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,80,101.82863827942842,run_0001_seed1,ok,104.69704327890886,100.31565030941735,106.58304885898939
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,81,98.9265634606537,run_0001_seed1,ok,101.4206908520858,97.18054927682076,103.07982186519696
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,82,95.6531579567161,run_0001_seed1,ok,98.2747382076674,94.0567552052001,99.85251869508885
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,83,92.58392911344735,run_0001_seed1,ok,95.1181178462504,90.98218610641422,96.52920609905847
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,84,89.51753733676493,run_0001_seed1,ok,92.19872180062131,88.03701833670836,93.57844859796744
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,85,86.53604934671414,run_0001_seed1,ok,89.17328023025765,85.09370318438661,90.40401552099173
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,86,83.77795748198857,run_0001_seed1,ok,86.37652796038039,82.28343609909028,87.57883600611564
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,87,80.94212718990487,run_0001_seed1,ok,83.42094962192384,79.47520911619137,84.41221679116015
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,88,78.1744112711552,run_0001_seed1,ok,80.65624056725876,76.74067041570555,81.57707599539168
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,89,75.53330880121223,run_0001_seed1,ok,77.97721869169646,74.10276817819948,78.81986791637978
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,90,73.083262590314,run_0001_seed1,ok,75.31166492788812,71.52875075836141,76.03021078297421
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,91,70.23412025246203,run_0001_seed1,ok,72.63545135279426,68.9599751640891,73.21120591528809
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,92,67.7681436361849,run_0001_seed1,ok,70.13311972427094,66.48997950733359,70.65427060943486
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,93,65.43119865141159,run_0001_seed1,ok,67.66158971012021,64.16014368155089,68.0282684806153
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,94,63.10843949618741,run_0001_seed1,ok,65.35201877989292,61.90695467720704,65.6386596634701
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,95,60.83272201280989,run_0001_seed1,ok,63.04009900266963,59.717030523812674,63.18620923091726
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,96,58.6393805906494,run_0001_seed1,ok,60.88815517924069,57.586063024771676,61.01497753582248
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,97,56.67263770258433,run_0001_seed1,ok,58.735542719360275,55.52801116703597,58.77233306174112
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,98,54.610752525621926,run_0001_seed1,ok,56.76668843376633,53.620073742691226,56.73827844729864
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,99,52.68530648602769,run_0001_seed1,ok,54.823833813811355,51.75906920513311,54.70853477563462
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0001_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,100,50.940046083944246,run_0001_seed1,ok,53.00748777268037,50.00679929368202,52.84026371426016
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0002_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,1,3795.30759604959,run_0002_seed2,ok,3660.3758269836235,3795.2952081670855,3817.6585843554535
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0002_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,2,3791.339122108377,run_0002_seed2,ok,3656.1734667209967,3790.7554421247833,3813.0548452031207
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0002_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,3,3787.9285436767927,run_0002_seed2,ok,3649.7953576666314,3783.8603450317246,3806.038043027563
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0002_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,4,3780.4839082298217,run_0002_seed2,ok,3639.754067825802,3772.969971393745,3794.9557206514087
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0002_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,5,3763.5536201468053,run_0002_seed2,ok,3623.6714546682892,3755.508618632535,3777.191134518629
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0002_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,6,3743.657364190034,run_0002_seed2,ok,3598.2496805900723,3727.9353804670677,3749.1425860388727
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0002_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,7,3707.6103978139377,run_0002_seed2,ok,3558.988777593617,3685.4431411776145,3705.9333681206763
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0002_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,8,3656.4939162214923,run_0002_seed2,ok,3502.2858528610145,3624.229807931815,3643.6857316464766
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0002_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,9,3585.4669944377038,run_0002_seed2,ok,3424.5982908622836,3540.5849670468433,3558.751897798847
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0002_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,10,3491.282491543917,run_0002_seed2,ok,3324.2481995836965,3432.925311421565,3449.570830377162
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0002_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,11,3369.823184437586,run_0002_seed2,ok,3200.9336257651858,3301.032747318434,3315.97043773399
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0002_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,12,3228.9278337931387,run_0002_seed2,ok,3057.27975665302,3147.7471845132345,3160.8946647900334
32,3,1.0,2,0.0,100,64,0.0001,mse_scen,0.0,2000,0.0,run_0002_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,13,3064.573593638715,run_0002_seed2,ok,2893.698186071881,2973.619205888857,2984.8332700299447
