config_batch_size,config_context_terms,config_demand_power,config_depth,config_dropout,config_epochs,config_hidden_size,config_learning_rate,config_loss,config_mu,config_n_samples,config_rho,config_run_id,config_seed,config_sigma,config_solver,config_test_fraction,config_tolerance_absolute_floor,config_tolerance_relative,config_validation_fraction,epoch,minibatch_mse,run_id,status,test_mse,train_mse,validation_mse
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,46,48.986286165082134,run_0052_seed1,ok,43.70637107712916,40.767940272298894,43.48756410080096
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,47,47.33159591033475,run_0052_seed1,ok,41.56769872703613,38.72590344712116,41.258801027998516
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,48,44.90094029531352,run_0052_seed1,ok,39.539106129706326,36.982184406037334,39.0697143349916
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,49,43.16809813287942,run_0052_seed1,ok,37.93064457256065,35.459567585952755,37.4125551657363
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,50,42.264556106363045,run_0052_seed1,ok,36.57620803852316,34.201711779854726,35.972473097816085
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,51,40.509016558438084,run_0052_seed1,ok,35.39035807677654,33.11048159013612,34.765639098311034
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,52,39.98465297228988,run_0052_seed1,ok,34.43998631340319,32.268824984928685,33.77729029461171
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,53,38.90193967115049,run_0052_seed1,ok,33.55739241093695,31.506904038328123,32.86030296950369
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,54,38.434944971918746,run_0052_seed1,ok,32.90290446145393,30.905380288549182,32.1777141283765
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,55,37.929794022326035,run_0052_seed1,ok,32.304358373431725,30.451640007631255,31.565451268553527
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,56,37.161799091043555,run_0052_seed1,ok,31.85731147919894,30.036091281921514,31.11118173632998
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,57,36.573411329073345,run_0052_seed1,ok,31.448064505618763,29.693609686980984,30.705859331847517
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,58,36.70767815420208,run_0052_seed1,ok,31.115142787409706,29.451844502736414,30.377295227728318
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,59,36.95621188225092,run_0052_seed1,ok,30.809010369256583,29.171665427992732,30.053438305672504
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,60,36.39326764939172,run_0052_seed1,ok,30.56103660701163,28.96670171181281,29.80907598410753
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,61,36.20667644912651,run_0052_seed1,ok,30.360465304166045,28.82416514796656,29.61255265477795
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,62,36.14579598955906,run_0052_seed1,ok,30.1839313219868,28.640361101224673,29.404717801133003
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,63,35.48777692826996,run_0052_seed1,ok,30.065584855510245,28.613189348641782,29.350825301001574
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,64,36.18383998929283,run_0052_seed1,ok,29.857705739440707,28.399017311338152,29.10471726776862
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,65,35.45478438029834,run_0052_seed1,ok,29.726776310100426,28.300883166524248,28.980696510619676
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,66,35.731032110885714,run_0052_seed1,ok,29.586133162780445,28.173691715468347,28.84361749735239
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,67,35.525579438543645,run_0052_seed1,ok,29.452970419764533,28.094283775060426,28.747153622987305
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,68,35.944340665616885,run_0052_seed1,ok,29.379637280753272,28.015589896844567,28.649143718563685
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,69,35.60163082864086,run_0052_seed1,ok,29.245555567650733,27.895265672486996,28.499404971610897
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,70,35.06646314822439,run_0052_seed1,ok,29.149874644237215,27.82391581437728,28.415448808257867
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,71,35.02740321728778,run_0052_seed1,ok,29.059075841467543,27.74972419372652,28.325259539841014
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,72,34.90647114695199,run_0052_seed1,ok,28.959916844455325,27.670595680364805,28.23707392248572
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,73,35.09388535964168,run_0052_seed1,ok,28.854434460819526,27.584269100987214,28.13887362068839
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,74,34.56971936655977,run_0052_seed1,ok,28.772110702751593,27.50997552533273,28.060770900275013
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,75,34.324161561494755,run_0052_seed1,ok,28.695634693816473,27.453920891528284,27.995221669268194
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,76,34.55457148963563,run_0052_seed1,ok,28.63533351300394,27.411868125928,27.957997949936225
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,77,34.747149004199336,run_0052_seed1,ok,28.603581438763584,27.391217449844248,27.91493670997909
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,78,35.296507711183985,run_0052_seed1,ok,28.44255341525129,27.22106238902335,27.714665775285958
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,79,34.54736293976442,run_0052_seed1,ok,28.357593010355338,27.15784222774264,27.640042601271272
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,80,34.244186270925375,run_0052_seed1,ok,28.29434176928304,27.095990257196284,27.59272164945762
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,81,34.024795944561156,run_0052_seed1,ok,28.20002639431436,27.020516790774145,27.506950184388835
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,82,34.19133074207369,run_0052_seed1,ok,28.121540391918128,26.962446289851673,27.439616916083708
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,83,34.25269167232118,run_0052_seed1,ok,28.065285426738935,26.91707008906504,27.40228319006936
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,84,34.1646812486802,run_0052_seed1,ok,28.03473388875032,26.88349565311321,27.333045217272076
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,85,34.19328037946156,run_0052_seed1,ok,27.92386823416655,26.790850902626502,27.264977841303715
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,86,34.20159988885979,run_0052_seed1,ok,27.84813970907586,26.72917257135417,27.187762755110523
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,87,33.5745420254272,run_0052_seed1,ok,27.906184765721864,26.801871742017635,27.285980500003703
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,88,33.92280051446946,run_0052_seed1,ok,27.732103194168715,26.631766888456497,27.10404811364319
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,89,34.417459811916004,run_0052_seed1,ok,27.691658445396392,26.593025113909665,27.042629630200384
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,90,33.78886122438093,run_0052_seed1,ok,27.612224125302294,26.520803938437115,26.947301843079703
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,91,33.25498535124789,run_0052_seed1,ok,27.572468766141036,26.483288263447218,26.904027790832632
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,92,33.75073268362233,run_0052_seed1,ok,27.539745318344742,26.463866073950683,26.93008800353851
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,93,33.442771266139225,run_0052_seed1,ok,27.483018439184242,26.394038186449674,26.827168675361445
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,94,33.8053108527534,run_0052_seed1,ok,27.441218840305364,26.351486919247197,26.781094245851104
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,95,33.4448598696745,run_0052_seed1,ok,27.38316051598457,26.317957790597326,26.769472968829174
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,96,33.67627636608295,run_0052_seed1,ok,27.315528682234497,26.269796595705408,26.70399870846317
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,97,33.52677517317349,run_0052_seed1,ok,27.26578366573168,26.22729229390155,26.655188604557715
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,98,33.223958532946654,run_0052_seed1,ok,27.22976556256123,26.19740014924465,26.648231704725262
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,99,33.257068670985824,run_0052_seed1,ok,27.198940073405204,26.184780234130663,26.65481641269097
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0052_seed1,1,5.0,highs,0.15,1.0,0.1,0.15,100,33.33764576756366,run_0052_seed1,ok,27.207894149572976,26.193948244169853,26.640750769739757
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,1,3790.7267566814553,run_0053_seed2,ok,3650.552612542578,3784.586528042447,3806.832374491291
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,2,3768.605642350153,run_0053_seed2,ok,3615.2638129255406,3746.0282543866792,3767.6144950434564
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,3,3697.0163335822494,run_0053_seed2,ok,3508.632556332234,3629.7949915905065,3649.3056142962823
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,4,3511.095947312126,run_0053_seed2,ok,3255.968984193758,3357.1600913996567,3372.8110553556176
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,5,3146.5507749181616,run_0053_seed2,ok,2823.8067077312194,2895.4490283973105,2905.6571102136754
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,6,2606.4443132259144,run_0053_seed2,ok,2238.978584425563,2275.127177782748,2278.7026672612246
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,7,1943.6827277501484,run_0053_seed2,ok,1587.794579315938,1590.4679410166054,1588.1902916711988
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,8,1277.2831211670093,run_0053_seed2,ok,998.5871213751927,979.6601255208163,974.5036569706806
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,9,762.7239755189098,run_0053_seed2,ok,591.3760009485841,568.5577795373885,564.7776852686536
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,10,460.71835873983196,run_0053_seed2,ok,388.1603573500417,373.74480630473795,373.78196617866956
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,11,337.8285823160459,run_0053_seed2,ok,305.80490524759176,301.3722678581286,304.99724034656504
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,12,290.3410974473996,run_0053_seed2,ok,274.4649585381915,274.09898369850646,279.4343154832256
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,13,271.25653597296827,run_0053_seed2,ok,255.48800021918873,257.1747780006459,263.52270481526335
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,14,256.6620958489929,run_0053_seed2,ok,241.96265362551944,244.5666123015873,251.5209722877642
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,15,244.96957197155027,run_0053_seed2,ok,230.93334291076775,233.5600447351096,240.79922990763276
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,16,235.46140871923396,run_0053_seed2,ok,221.49717604958195,223.41084658983945,230.6453379521581
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,17,223.20133995986706,run_0053_seed2,ok,211.19418801300782,213.70225276043715,221.22887795293167
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,18,216.8889477187078,run_0053_seed2,ok,201.77862779897637,204.18393460132012,211.77028277630416
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,19,208.63341865353493,run_0053_seed2,ok,192.5481010649097,194.99974990389816,202.63156068125832
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,20,197.01316313898513,run_0053_seed2,ok,183.91363357222068,186.19773136057225,193.78166086330467
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,21,188.99072437933089,run_0053_seed2,ok,175.02209116782493,177.65473245264502,185.27824163098322
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,22,180.1676132455095,run_0053_seed2,ok,166.86717603624777,169.09622226142102,176.53542368014968
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,23,173.72843385321903,run_0053_seed2,ok,158.49776140168584,160.83416558157782,168.17165515572546
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,24,162.03998605740858,run_0053_seed2,ok,150.86378012640097,152.9938629307833,160.15380089372852
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,25,155.7846808572528,run_0053_seed2,ok,143.6896887514616,145.0706670389838,151.87977142506637
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,26,148.8550571618572,run_0053_seed2,ok,136.15267883545943,137.54591171790918,144.1795669591675
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,27,139.8083116152649,run_0053_seed2,ok,128.82429903080248,130.41025417016994,136.85493883215543
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,28,132.86991345332572,run_0053_seed2,ok,122.05760101980437,123.45177283399413,129.60645587449008
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,29,127.47668371413005,run_0053_seed2,ok,115.20990057258126,116.57361134790052,122.44823057119368
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,30,120.37655207502463,run_0053_seed2,ok,108.48502559417518,110.05089250411635,115.66793221660015
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,31,114.6115698692869,run_0053_seed2,ok,102.84359323311814,103.76649892322489,108.95643296752232
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,32,107.76544341161556,run_0053_seed2,ok,96.48563912165237,97.62940923176002,102.54285306245117
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,33,103.27611811543387,run_0053_seed2,ok,90.68982237413161,91.71651809407291,96.29650009858307
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,34,94.05412781975647,run_0053_seed2,ok,84.87958837941281,86.20621756037745,90.5456972848957
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,35,91.30004861571253,run_0053_seed2,ok,80.28569200127252,80.90244857968447,84.76973597298311
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,36,83.90134670087245,run_0053_seed2,ok,74.88635573460235,75.93284685315227,79.57063945798956
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,37,81.54662867012279,run_0053_seed2,ok,70.34386331686318,71.04815213977714,74.3249133894604
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,38,74.31567086040172,run_0053_seed2,ok,65.60899991982001,66.70253142934455,69.7513490811203
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,39,71.41450247328503,run_0053_seed2,ok,62.266231726163426,62.58355729205006,65.21606439418882
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,40,67.2278208372604,run_0053_seed2,ok,58.43447347250741,58.71430738998757,61.05853707441227
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,41,63.37384207394637,run_0053_seed2,ok,54.694500366975966,55.1361361865191,57.246252843248655
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,42,59.578937905351204,run_0053_seed2,ok,51.896078387297585,52.039276391411576,53.89117641153084
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,43,57.36379552184238,run_0053_seed2,ok,48.543727032464865,48.963605819818405,50.627330784236975
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,44,54.32491196599664,run_0053_seed2,ok,45.99948845336626,46.29937985151659,47.73542390681356
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,45,51.84683888795935,run_0053_seed2,ok,43.58717761948359,43.788612812758636,45.023568269081785
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,46,49.06556826204255,run_0053_seed2,ok,41.521271956880476,41.63618518204651,42.70694301214351
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,47,47.037706584338544,run_0053_seed2,ok,39.58099240113467,39.67637216294437,40.581087119161
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,48,45.894602056666166,run_0053_seed2,ok,37.964312876091526,37.95684949737632,38.72222545502943
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,49,44.733238749679266,run_0053_seed2,ok,36.341549945954405,36.415818924877755,37.065242320042735
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,50,43.13053560027569,run_0053_seed2,ok,35.11595765580712,35.08414650587587,35.615313385361716
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,51,40.629885589624244,run_0053_seed2,ok,33.90214231068223,33.94395382451452,34.39083802046532
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,52,39.115029971419425,run_0053_seed2,ok,33.105941000176976,33.05346244461264,33.43863587688589
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,53,38.988769406509036,run_0053_seed2,ok,32.34323462480763,32.27718368469501,32.597058233931726
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,54,38.47336359102221,run_0053_seed2,ok,31.6916825777842,31.61050537936016,31.87329211443413
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,55,38.80794272340512,run_0053_seed2,ok,31.183303143030628,31.034661144445877,31.255659728265925
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,56,37.797033383188506,run_0053_seed2,ok,30.675387626879672,30.526759433303656,30.71614641361069
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,57,36.6098098114321,run_0053_seed2,ok,30.296348353286273,30.14021762726613,30.302805106394302
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,58,36.72389607876561,run_0053_seed2,ok,30.01275345601306,29.83233916436292,29.985769167894905
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,59,36.392511845696035,run_0053_seed2,ok,29.860571926653385,29.635714373998187,29.78099281431159
32,3,1.0,2,0.1,100,256,0.0001,mse_scen,0.0,2000,0.0,run_0053_seed2,2,5.0,highs,0.15,1.0,0.1,0.15,60,35.998786517517196,run_0053_seed2,ok,29.4640360006723,29.311309648551756,29.39126894018226
